Sembol,Açıklama,Fiyat,Fiyat - Döviz,"Fiyat değişimi %, 1 gün","Hacim, 1 gün","Bağıl hacim, 1 gün",Piyasa değeri,Piyasa değeri - Döviz,Fiyatın kazanca oranı,"Seyreltilmiş hisse başına kar, Son 12 ay","Seyreltilmiş hisse başına kar, Son 12 ay - Döviz","Seyreltilmiş hisse başına kar büyümesi %, TTM YY","Temettü verimi %, Son 12 ay",Sektör,Analist derecelendirmesi
KNFRT,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.,11.84,TRY,4.593639575971728,5320075,1.807079398688532,2988479919,TRY,,-0.7661,TRY,39.94198808403889,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
KOCMT,Koc Metalurji AS,5.48,TRY,1.1070110701107103,56464438,0.5252537600450468,12801534702,TRY,,-0.328,TRY,-134.28571428571428,0,Enerji-dışı mineraller,Derecelendirme yok
KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,11.79,TRY,-1.503759398496253,2163586,0.8829987641773627,4658946715,TRY,,-1.241,TRY,16.23920086393088,0,İşlenebilen endüstriler,Derecelendirme yok
KONTR,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,4.03,TRY,-4.952830188679244,5072565,0.759982047124343,5511999702,TRY,,-1.0856,TRY,-1310.2564102564102,0.374882075471698,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,3612.5,TRY,-1.2303485987696514,6277,0.673664101655988,17824606028,TRY,89.14734421116015,40.5228,TRY,,0,Enerji-dışı mineraller,Derecelendirme yok
KOPOL,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,5.39,TRY,-0.9191176470588366,7668192,0.6561646442560843,7055462262,TRY,,-0.0454,TRY,-275.20661157024796,0,İşlenebilen endüstriler,Derecelendirme yok
KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,71.85,TRY,3.2327586206896552,2748336,1.042019216686163,13539223898,TRY,,-5.7556,TRY,23.750728631233105,0,İşlenebilen endüstriler,Derecelendirme yok
KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,12.54,TRY,-0.07968127490041085,1847528,0.6846445105349537,10412107965,TRY,,-0.9914,TRY,1.627307005358214,0,Dayanıklı olmayan tüketici ürünleri,Güçlü al
KRDMA,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,42.92,TRY,1.9961977186311868,4709931,0.6682755174316045,55275014460,TRY,,-0.0575,TRY,98.09873359124424,0,Enerji-dışı mineraller,Nötr
KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2.55,TRY,1.9999999999999927,21170146,3.1890044847758894,2475000000,TRY,22.566371681415927,0.113,TRY,14.837398373983742,1.53536,Finans,Derecelendirme yok
KRONT,KRON TELEKOMÜNİKASYON HİZMETLERİ A.Ş.,25.22,TRY,3.3606557377049193,2453243,1.1592872559222596,4177820461.0000005,TRY,33.29372937293729,0.7575,TRY,,0,İletişim,Derecelendirme yok
KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,9,TRY,0.7838745800671924,1976533,0.7126130549036749,1559178108,TRY,,-0.5083,TRY,25.89298731593527,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
KRSTL,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,10.52,TRY,-0.3787878787878875,1738514,0.4836110715639039,2027520081,TRY,7.172075265884919,1.4668,TRY,71.1152589827345,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
KRTEK,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,6.36,TRY,-4.360902255639098,1829120,3.2269083989743534,933673164,TRY,,-0.436,TRY,77.03450092178036,0,İşlenebilen endüstriler,Derecelendirme yok
KRVGD,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,2.44,TRY,1.2448132780082906,9258701,0.7979326439331169,5204181015,TRY,16.90921690921691,0.1443,TRY,,1.51269709543568,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİ A.Ş.,2437,TRY,-4.897560975609756,654,0.8115150763121975,10876751602,TRY,559.2784688116767,4.3574,TRY,-56.46126637423687,0.624390243902439,Tüketici hizmetleri,Derecelendirme yok
KTLEV,KATILIMEVIM TASARRUF FINANSMAN A.S.,43.2,TRY,4.046242774566473,94288063,0.8315734684667069,290640003204,TRY,27.81175561707333,1.5533,TRY,324.28298279158696,0.205761078998073,Finans,Derecelendirme yok
KTSKR,KÜTAHYA ŞEKER FABRİKASI A.Ş.,88.65,TRY,-1.225626740947069,559825,0.9663331314906966,4128500000,TRY,,-3.3598,TRY,-147.6567375886525,7.26656155988858,İşlenebilen endüstriler,Derecelendirme yok
KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,81.5,TRY,0.3076923076923077,159896,1.0132068704621582,3243240118,TRY,886.8335146898803,0.0919,TRY,-99.04826014913006,0,Dayanıklı tüketim malları,Derecelendirme yok
KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,162,TRY,-1.8181818181818181,407428,0.745213148504884,5121931229,TRY,,-9.4092,TRY,-349.0524086818422,0,Dayanıklı tüketim malları,Derecelendirme yok
KUYAS,KUYAŞ YATIRIM A.Ş.,67.8,TRY,1.269604182225533,4375845,0.3607640372459211,25063146526,TRY,,-3.5016,TRY,-452.9127192098367,0,Finans,Derecelendirme yok
KZBGY,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2.04,TRY,-0.9708737864077678,16992082,0.5461042179463136,8239999771.000001,TRY,10.235825388861013,0.1993,TRY,-87.53206130747576,0,Finans,Derecelendirme yok
KZGYO,Kuzugrup Gayrimenkul Yatirim Ortakligi AS,19.6,TRY,-1.507537688442197,1043125,0.7926807629401786,3979999924,TRY,,-0.2208,TRY,-178.0763790664781,0,Finans,Derecelendirme yok
LIDER,LDR TURİZM A.Ş.,71.1,TRY,-10.000000000000007,7675132,0.6039793805379237,65017000000,TRY,9.259862209082739,7.6783,TRY,644.4541400038781,0.162458227848101,Finans,Derecelendirme yok
LIDFA,LİDER FAKTORİNG A.Ş.,2.7,TRY,-3.225806451612898,16574729,1.65948514189851,3037757544,TRY,2.8487022578603085,0.9478,TRY,64.20651420651419,5.60433691756272,Finans,Derecelendirme yok
LILAK,Lila Kagit Sanayi Ve Ticaret Anonim Sirketi,29.22,TRY,2.5983146067415674,2140249,1.2637404716049592,16803199730,TRY,11.548950634362278,2.5301,TRY,50.52950975725844,5.35627106741573,Dayanıklı olmayan tüketici ürünleri,Güçlü al
LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,6.05,TRY,1.680672268907557,22945184,1.138798954381995,5305941746,TRY,12.025442258000398,0.5031,TRY,48.71415903044635,0,Teknoloji hizmetleri,Derecelendirme yok
LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,14.1,TRY,1.5850144092218938,1651178,1.4209317777571837,2986514276,TRY,21.80637179090628,0.6466,TRY,-18.891118916206732,3.16868876080692,Sağlık hizmetleri,Derecelendirme yok
LMKDC,Limak Dogu Anadolu Cimento Sanayi Ve Ticaret AS,24.74,TRY,2.2314049586776825,11943723,1.8092118801508692,12491548831,TRY,7.3670418676672025,3.3582,TRY,9.82764823233149,8.26446280991736,Enerji-dışı mineraller,Derecelendirme yok
LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,138.4,TRY,0.8011653313911101,699603,1.3344079505653033,12924025865,TRY,16.848051031090982,8.2146,TRY,1920.8118081180814,3.83332702112163,Teknoloji hizmetleri,Güçlü al
LRSHO,Loras Holding Anonim Sirketi,2.77,TRY,1.0948905109488978,6974016,0.5539336974338956,2062600563.9999998,TRY,,-1.0358,TRY,-368.27246827246825,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,90.4,TRY,-0.49532195927351536,62980,0.9704354632681395,2543799957,TRY,50.483051320712576,1.7907,TRY,,0,İşlenebilen endüstriler,Derecelendirme yok
LXGYO,Luxera Gayrimenkul Yatirim Ortakligi A.S.,10.8,TRY,0.8403361344537801,5670122,0.6070931516001791,3534300000,TRY,,,,,0,Finans,Derecelendirme yok
LYDHO,Lydia Holding A.S.,180.6,TRY,-0.8781558726673954,301583,0.6809165979164638,64132814240,TRY,,-0.9391,TRY,-25.648916242975663,0,Dağıtım servisleri,Derecelendirme yok
LYDYE,Lydia Yesil Enerji kaynaklari A.S.,13042.5,TRY,-0.07661367554108409,2369,2.7052643599406188,24683177279,TRY,24.33180125848162,536.0269,TRY,-33.22943308156115,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,980,TRY,-0.8097165991902834,21697,0.7122223754095024,8278698578,TRY,256.99525345501274,3.8133,TRY,,0,Tüketici hizmetleri,Derecelendirme yok
MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,32.5,TRY,2.84810126582278,1207161,2.7547394824975284,3160000038,TRY,12.090324020683754,2.6881,TRY,-10.880880549017016,12.0253164556962,Ticari hizmetler,Derecelendirme yok
MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,36.2,TRY,0.8356545961002904,11368113,0.9455825480867366,105755409475,TRY,,-0.2681,TRY,40.790636042402824,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,16.26,TRY,-0.18416206261508647,466472,0.42555990486956463,1824480103,TRY,255.25902668759812,0.0637,TRY,-75.16569200779728,0,Elektronik teknoloji,Derecelendirme yok
MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,9.56,TRY,-2.944162436548215,2575903,0.8457968012901185,1970000076,TRY,,-0.5853,TRY,-152.502691065662,0,Üretici imalatı,Derecelendirme yok
MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,30,TRY,-0.7936507936507886,22150116,0.7082464885930506,10011133357,TRY,,-1.4245,TRY,-158.76475930971844,0,Üretici imalatı,Derecelendirme yok
MARBL,Tureks Turunc Madencilik Ic ve Dis Ticaret A.S.,11.88,TRY,-1.2468827930174446,900656,0.6184095517255822,2750058012,TRY,,-0.1251,TRY,-130.16638533879913,0,Enerji-dışı mineraller,Derecelendirme yok
MARKA,MARKA YATIRIM HOLDİNG A.Ş.,86,TRY,-2.383654937570936,295271,0.5583725915571369,1849218948,TRY,40.24333177351427,2.137,TRY,-31.42728789629059,0,Dağıtım servisleri,Derecelendirme yok
MARMR,Marmara Holding AS,2.29,TRY,0.4385964912280803,76678520,0.6659679311144494,6877109508,TRY,,,,,0,Finans,Derecelendirme yok
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,1.4,TRY,-1.4084507042253533,29190787,0.449820067963221,2125315253.0000002,TRY,,-0.1512,TRY,-161.5885947046843,0,Tüketici hizmetleri,Derecelendirme yok
MASFN,Masfen Enerji AS,43.52,TRY,-1.6274864376130171,25377074,,24553200932,TRY,,,,,,Endüstriyel hizmetler,Derecelendirme yok
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,38.5,TRY,-2.4328433857070473,5914028,1.5533434364091157,30943031301,TRY,15.01618627871602,2.5639,TRY,-14.667509818278642,4.23984287886467,Dayanıklı olmayan tüketici ürünleri,Güçlü al
MCARD,Metropal Kurumsal Hizmetler A.S.,133.9,TRY,-2.1198830409356764,1443724,0.7028109732297583,12667680000,TRY,,,,,3.94705263157895,Ticari hizmetler,Derecelendirme yok
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,25.4,TRY,-0.3139717425431784,162761,0.49595160205156036,3032119946,TRY,177.87114845938373,0.1428,TRY,,0.989411302982731,Sağlık teknolojisi,Nötr
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,1.85,TRY,-2.631578947368412,594020,0.5755615678505388,522499993,TRY,,-2.8081,TRY,-250.6087422901582,0,İşlenebilen endüstriler,Derecelendirme yok
MEGMT,Mega Metal Sanayi Ve Ticaret A.S.,66.1,TRY,-3.503649635036505,3750566,0.5248570837421644,18152500000,TRY,9.811488793231408,6.737,TRY,297.1351096439519,0,Enerji-dışı mineraller,Derecelendirme yok
MEKAG,Meka Global Makine Imalat Sanayi Ve Ticaret A.S.,2.89,TRY,-1.027397260273966,5756436,0.4844514029078369,2336000000,TRY,,-0.6243,TRY,-707.6326002587322,0,Üretici imalatı,Derecelendirme yok
MEPET,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,19.45,TRY,0,119897,0.31028200396984573,1425647275,TRY,4.844333748443337,4.015,TRY,,0,Perakende satış,Derecelendirme yok
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,19.28,TRY,6.167400881057274,8526937,2.29069816547221,3457136540,TRY,24.306606152294503,0.7932,TRY,,1.15702643171806,İşlenebilen endüstriler,Derecelendirme yok
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,16.21,TRY,-1.4589665653495347,909558,0.3233204926940802,5537070357,TRY,7.220168366665183,2.2451,TRY,182.82942806752328,0.851063829787234,Tüketici hizmetleri,Derecelendirme yok
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,1.37,TRY,-0.7246376811594049,17537194,0.5542313518611846,1172999996,TRY,1.87980241492865,0.7288,TRY,364.20382165605093,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
METEN,METGUN Enerji Yatirimlari A.S.,17.79,TRY,-4.097035040431275,44069481,,11779249516,TRY,,,,,,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,7.19,TRY,-0.9641873278236832,5042293,0.7999223730125261,3894290001,TRY,17.430303030303033,0.4125,TRY,,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
MEYSU,Meysu Gida Sanayi Ve Ticaret A.S.,10.63,TRY,-3.3636363636363567,14721669,0.6850697036868241,9570000000,TRY,,,,,0.454545454545455,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
MGROS,MİGROS TİCARET A.Ş.,631,TRY,0.3179650238473768,1966737,0.8879271226316388,112020018570,TRY,16.22583482048724,38.8886,TRY,19.327519653388485,1.29518775834658,Perakende satış,Güçlü al
MHRGY,MHR Gayrimenkul Yatirim Ortakligi Anonim Sirketi,3.4,TRY,-1.1627906976744196,2146528,0.41822986930901107,4164336749,TRY,9.415674328440875,0.3611,TRY,793.8118811881188,1.97953488372093,Finans,Derecelendirme yok
MIATK,MİA TEKNOLOJİ A.Ş.,29.48,TRY,-2.1897810218978107,13074993,0.575407412870949,14889159698,TRY,,-2.0497,TRY,-166.7046342098412,0,Teknoloji hizmetleri,Derecelendirme yok
MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,56.55,TRY,-2.500000000000005,27993,1.4940357057081097,773538969,TRY,,-0.3795,TRY,-1424.0963855421687,0,Taşımacılık,Derecelendirme yok
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,10.43,TRY,-0.09578544061302478,1752314,1.0510617720436972,2894934336,TRY,30.014388489208635,0.3475,TRY,-88.04321646079207,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,5.24,TRY,-0.3802281368821212,1713863,1.2361450885847387,5517954698,TRY,,-1.8047,TRY,-2681.8311874105866,0,İşlenebilen endüstriler,Derecelendirme yok
MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,14.83,TRY,-1.8530774321641255,3858401,0.8093260158120162,15487749648,TRY,21.137400228050172,0.7016,TRY,402.5787965616046,0,Dağıtım servisleri,Derecelendirme yok
MOGAN,Mogan Enerji Yatirim Holding,20.2,TRY,7.561235356762502,112318076,5.648741572898314,45825228228,TRY,,-3.5773,TRY,-110.82626119754832,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
MOPAS,Mopas Marketcilik Gida Sanayi Ve Ticaret A.S.,28.82,TRY,-0.4146510020732584,2805201,0.9483424347963254,7900620146,TRY,35.97104343484773,0.8012,TRY,,0,Perakende satış,Derecelendirme yok
MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.,406,TRY,-1.276595744680851,1285460,2.013858850656322,78553770142,TRY,13.387233986428114,30.3274,TRY,0.8278365870525106,0,Sağlık hizmetleri,Güçlü al
MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,1.29,TRY,-1.5267175572519098,39894467,0.5331496259198794,3137762331,TRY,1.8603980386501298,0.6934,TRY,-56.150003161955354,0,Finans,Derecelendirme yok
MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,1525,TRY,0,28820,0.5361062539529,16766054273.000002,TRY,,-18.3018,TRY,-24.378508420208494,0,İşlenebilen endüstriler,Derecelendirme yok
MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,6.24,TRY,-0.7949125596184391,1695810,0.32101799852004725,2953080311,TRY,153.31695331695332,0.0407,TRY,-78.31646244006394,6.7685532591415,Finans,Derecelendirme yok
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,27.06,TRY,-0.7336757153338328,953617,0.9010254934836024,2730838615,TRY,10.50628979655226,2.5756,TRY,80.74385964912281,0.730194424064563,Teknoloji hizmetleri,Derecelendirme yok
MTRYO,METRO YATIRIM ORTAKLIĞI A.Ş.,8.83,TRY,-0.3386004514672614,251509,0.9019392254573727,372119986,TRY,4.222254100320375,2.0913,TRY,,0.584130925507901,Çeşitli Hizmetler,Derecelendirme yok
MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.,5.21,TRY,-1.1385199240986643,282510,0.8872517274886337,572105918,TRY,,,,,0,Üretici imalatı,Derecelendirme yok
NATEN,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,5.7,TRY,-1.5544041450777177,5347304,0.7492846923926818,4776749969,TRY,,-0.601,TRY,-249.05753968253967,0,Endüstriyel hizmetler,Derecelendirme yok
NETAS,NETAŞ TELEKOMÜNİKASYON A.Ş.,63.65,TRY,-2.675840978593283,254430,0.6679237764115773,4242157986,TRY,,-5.3435,TRY,-26.100294985250738,0,Teknoloji hizmetleri,Derecelendirme yok
NETCD,Netcad Yazilim A.S.,131.7,TRY,-0.30280090840272955,2260363,0.7146313424846467,18097700000,TRY,,,,,3.31533838001514,Teknoloji hizmetleri,Derecelendirme yok
NIBAS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,3.69,TRY,-2.3809523809523774,6738779,0.9170839383464222,1224719991,TRY,,-1.2603,TRY,-2282.4196597353493,0,Endüstriyel hizmetler,Derecelendirme yok
NTGAZ,NATURELGAZ SANAYİ VE TİCARET A.Ş.,11.31,TRY,-0.17652250661959024,2130005,0.5642207533680312,7817699947,TRY,7.413962635201573,1.5255,TRY,63.69782165468399,7.67488967343336,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
NTHOL,NET HOLDİNG A.Ş.,45.62,TRY,-1.5537332757876694,2390761,1.2786773122158903,22917702477,TRY,12.006843005658638,3.7995,TRY,-28.20430452939286,0,Tüketici hizmetleri,Derecelendirme yok
NUGYO,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,9.19,TRY,-0.969827586206895,941861,0.3898586524844243,3102532342,TRY,,-1.7614,TRY,-242.08584191105072,0,Finans,Derecelendirme yok
NUHCM,NUH ÇİMENTO SANAYİ A.Ş.,217.9,TRY,-1.4027149321266943,27999,0.8290620308599753,33197203949.000004,TRY,1258.0831408775982,0.1732,TRY,-98.32606867757492,10.1809954751131,Enerji-dışı mineraller,Derecelendirme yok
OBAMS,Oba Makarnacilik Sanayi Ve Ticaret A. S.,4.92,TRY,-1.7964071856287396,40897074,1.1440449262835057,14411418551,TRY,,-1.0833,TRY,-2380.631578947369,0.696926147704591,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
OBASE,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,40.62,TRY,-2.6366251198465998,580047,0.5845550299353585,1898260056,TRY,406.19999999999993,0.1,TRY,,0,Teknoloji hizmetleri,Derecelendirme yok
ODAS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,7.38,TRY,-3.2765399737876804,59842377,0.7205072609823051,10682000160,TRY,40.217983651226156,0.1835,TRY,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ODINE,Odine Solutions Teknoloji Ticaret ve Sanayi AS,2745,TRY,-5.507745266781412,1037328,1.6314159484100847,321002500000,TRY,,,,,0,Teknoloji hizmetleri,Derecelendirme yok
OFSYM,Ofis Yem Gida Sanayi ve Ticaret A.S.,51.05,TRY,1.0891089108910834,1539233,2.117315062161783,7385625000,TRY,35.21418224460233,1.4497,TRY,-50.63842827471143,1.65506138613861,İşlenebilen endüstriler,Derecelendirme yok
ONCSM,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,248,TRY,-1.9762845849802373,181016,0.3013793964620187,6034050097,TRY,123.88231180378641,2.0019,TRY,,0,Sağlık teknolojisi,Derecelendirme yok
ONRYT,Onur Yuksek Teknoloji AS,59.9,TRY,-4.769475357710652,793092,0.9370339003877193,3952007211,TRY,,-2.4613,TRY,-10112.86307053942,0,Elektronik teknoloji,Derecelendirme yok
ORCAY,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,3.77,TRY,-2.3316062176165766,917240,0.6265011688327217,926400032,TRY,,-0.6603,TRY,-59.95639534883721,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,99.55,TRY,-1.0437375745526811,1281692,1.5812287471327275,7993924462,TRY,10.380496553737709,9.5901,TRY,16.335294474434413,0,Endüstriyel hizmetler,Güçlü al
ORMA,ORMA ORMAN MAHSULLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,173.6,TRY,3.33333333333333,5108,1.1302635363883786,4569600128,TRY,256.3118263694079,0.6773,TRY,,0,Enerji-dışı mineraller,Derecelendirme yok
ORZAX,Orzaks Ilac ve Kimya Sanayi Ticaret A.S.,119.3,TRY,4.557405784399652,26316842,1.2200453471840056,,,,,,,,Sağlık teknolojisi,Derecelendirme yok
